00000002-0000-0000-c000-000000000000,Windows Azure Active Directory
00000002-0000-0ff1-ce00-000000000000,Office 365 Exchange Online
00000003-0000-0ff1-ce00-000000000000,Office 365 SharePoint Online
00000004-0000-0ff1-ce00-000000000000,Skype for Business Online
00000007-0000-0000-c000-000000000000,Dataverse
00000007-0000-0ff1-ce00-000000000000,Microsoft Exchange Online Protection
0000000c-0000-0000-c000-000000000000,Microsoft App Access Panel
01fc33a7-78ba-4d2f-a4b7-768e336e890e,MS-PIM
0469d4cd-df37-4d93-8a61-f8c75b809164,Policy Administration Service
0d38933a-0bbd-41ca-9ebd-28c4b5ba7cb7,Office365 Zoom
0f698dd4-f011-4d23-a33e-b36416dcb1e6,OfficeClientService
1996141e-2b07-4491-927a-5a024b335c78,Microsoft Teams UIS
19db86c3-b2b9-44cc-b339-36da233a3be2,ms_myaccess
1e70cd27-4707-4589-8ec5-9bd20c472a46,Skype Presence Service
1f5530b3-261a-47a9-b357-ded261e17918,Azure Multi-Factor Auth Connector
257601fd-462f-4a21-b623-7f719f0f90f4,Centralized Deployment
26a18ebc-cdf7-4a6a-91cb-beb352805e81,Skype Teams Calling API Service
270efc09-cd0d-444b-a71f-39af4910ec45,Windows Cloud Login
3184af01-7a88-49e0-8b55-8ecdce0aa950,Azure Cost Management XCloud
341b7f3d-69b3-47f9-9ce7-5b7f4945fdbd,Azure Support - Network Watcher
37182072-3c9c-4f6a-a4b3-b3f91cacffce,AzureSupportCenter
394866fc-eedb-4f01-8536-3ff84b16be2a,Microsoft People Cards Service
396e7f4b-41ea-4851-b04d-65de6cf1b4a3,Azure AD Identity Governance - SPO Management
3aa5c166-136f-40eb-9066-33ac63099211,O365 Customer Monitoring
4345a7b9-9a63-4910-a426-35363201d503,o365suiteux
4660504c-45b3-4674-a709-71951a6b0763,Microsoft Invitation Acceptance Portal
486c78bf-a0f7-45f1-92fd-37215929e116,GatewayRP
48af08dc-f6d2-435f-b2a7-069abd99c086,Connectors
4c4f550b-42b2-4a16-93f9-fdb9e01bb6ed,Targeted Messaging Service
589d5083-6f11-4d30-a62a-a4b316a14abf,Azure Key Vault Managed HSM
58c746b0-a0b0-4647-a8f6-12dde5981638,Azure AD Identity Governance Insights
